resource_id,title,URL
bb27b92e-f839-48f9-befc-5840964cc974,English Prescribing Dataset (EPD) with SNOMED code - Dec 2023,https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code/resource/bb27b92e-f839-48f9-befc-5840964cc974?filters=BNF_CHAPTER_PLUS_CODE%3A04%253A%2520Central%2520Nervous%2520System%7CBNF_CHEMICAL_SUBSTANCE%3AZopiclone%7CBNF_CHEMICAL_SUBSTANCE%3AZolpidem%2520tartrate%7CBNF_CHEMICAL_SUBSTANCE%3AMelatonin
36c67aba-0ba4-402e-9182-f30a8cd9b138,English Prescribing Dataset (EPD) with SNOMED code - Nov 2023,https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code/resource/36c67aba-0ba4-402e-9182-f30a8cd9b138?filters=BNF_CHAPTER_PLUS_CODE%3A04%253A%2520Central%2520Nervous%2520System%7CBNF_CHEMICAL_SUBSTANCE%3AZopiclone%7CBNF_CHEMICAL_SUBSTANCE%3AZolpidem%2520tartrate%7CBNF_CHEMICAL_SUBSTANCE%3AMelatonin
f4cbbd4e-02c0-4f5e-83e7-407997877f37,English Prescribing Dataset (EPD) with SNOMED code - Oct 2023,https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code/resource/f4cbbd4e-02c0-4f5e-83e7-407997877f37?filters=BNF_CHAPTER_PLUS_CODE%3A04%253A%2520Central%2520Nervous%2520System%7CBNF_CHEMICAL_SUBSTANCE%3AZopiclone%7CBNF_CHEMICAL_SUBSTANCE%3AZolpidem%2520tartrate%7CBNF_CHEMICAL_SUBSTANCE%3AMelatonin
7470b1e8-bf54-4cb2-a7bb-7b6133d45459,English Prescribing Dataset (EPD) with SNOMED code - Sep 2023,https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code/resource/7470b1e8-bf54-4cb2-a7bb-7b6133d45459?filters=BNF_CHAPTER_PLUS_CODE%3A04%253A%2520Central%2520Nervous%2520System%7CBNF_CHEMICAL_SUBSTANCE%3AZopiclone%7CBNF_CHEMICAL_SUBSTANCE%3AZolpidem%2520tartrate%7CBNF_CHEMICAL_SUBSTANCE%3AMelatonin
759994f4-cadd-4e9c-8b3c-73d31ffdfbdc,English Prescribing Dataset (EPD) with SNOMED code - Aug 2023,https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code/resource/759994f4-cadd-4e9c-8b3c-73d31ffdfbdc?filters=BNF_CHAPTER_PLUS_CODE%3A04%253A%2520Central%2520Nervous%2520System%7CBNF_CHEMICAL_SUBSTANCE%3AZopiclone%7CBNF_CHEMICAL_SUBSTANCE%3AZolpidem%2520tartrate%7CBNF_CHEMICAL_SUBSTANCE%3AMelatonin
87fee4ef-8c70-4036-93fd-0cc64dfb98ef,English Prescribing Dataset (EPD) with SNOMED code - Jul 2023,https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code/resource/87fee4ef-8c70-4036-93fd-0cc64dfb98ef?filters=BNF_CHAPTER_PLUS_CODE%3A04%253A%2520Central%2520Nervous%2520System%7CBNF_CHEMICAL_SUBSTANCE%3AZopiclone%7CBNF_CHEMICAL_SUBSTANCE%3AZolpidem%2520tartrate%7CBNF_CHEMICAL_SUBSTANCE%3AMelatonin
2a83a077-2337-4111-9d24-a91b87aafa5f,English Prescribing Dataset (EPD) with SNOMED code - Jun 2023,https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code/resource/2a83a077-2337-4111-9d24-a91b87aafa5f?filters=BNF_CHAPTER_PLUS_CODE%3A04%253A%2520Central%2520Nervous%2520System%7CBNF_CHEMICAL_SUBSTANCE%3AZopiclone%7CBNF_CHEMICAL_SUBSTANCE%3AZolpidem%2520tartrate%7CBNF_CHEMICAL_SUBSTANCE%3AMelatonin
300da531-b978-4bd7-9d6e-582b28385ff2,English Prescribing Dataset (EPD) with SNOMED code - May 2023,https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code/resource/300da531-b978-4bd7-9d6e-582b28385ff2?filters=BNF_CHAPTER_PLUS_CODE%3A04%253A%2520Central%2520Nervous%2520System%7CBNF_CHEMICAL_SUBSTANCE%3AZopiclone%7CBNF_CHEMICAL_SUBSTANCE%3AZolpidem%2520tartrate%7CBNF_CHEMICAL_SUBSTANCE%3AMelatonin
d621e74c-1118-4cde-a865-f07af62c9281,English Prescribing Dataset (EPD) with SNOMED code - Apr 2023,https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code/resource/d621e74c-1118-4cde-a865-f07af62c9281?filters=BNF_CHAPTER_PLUS_CODE%3A04%253A%2520Central%2520Nervous%2520System%7CBNF_CHEMICAL_SUBSTANCE%3AZopiclone%7CBNF_CHEMICAL_SUBSTANCE%3AZolpidem%2520tartrate%7CBNF_CHEMICAL_SUBSTANCE%3AMelatonin
38fae90e-67b4-41f9-9d2e-714e040b699f,English Prescribing Dataset (EPD) with SNOMED code - Mar 2023,https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code/resource/38fae90e-67b4-41f9-9d2e-714e040b699f?filters=BNF_CHAPTER_PLUS_CODE%3A04%253A%2520Central%2520Nervous%2520System%7CBNF_CHEMICAL_SUBSTANCE%3AZopiclone%7CBNF_CHEMICAL_SUBSTANCE%3AZolpidem%2520tartrate%7CBNF_CHEMICAL_SUBSTANCE%3AMelatonin
0c8a9186-d1e6-4c7a-9f20-80540cdcab2e,English Prescribing Dataset (EPD) with SNOMED code - Feb 2023,https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code/resource/0c8a9186-d1e6-4c7a-9f20-80540cdcab2e?filters=BNF_CHAPTER_PLUS_CODE%3A04%253A%2520Central%2520Nervous%2520System%7CBNF_CHEMICAL_SUBSTANCE%3AZopiclone%7CBNF_CHEMICAL_SUBSTANCE%3AZolpidem%2520tartrate%7CBNF_CHEMICAL_SUBSTANCE%3AMelatonin
3c10b73c-a9ea-4896-b7d2-54ca1ca0690f,English Prescribing Dataset (EPD) with SNOMED code - Jan 2023,https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code/resource/3c10b73c-a9ea-4896-b7d2-54ca1ca0690f?filters=BNF_CHAPTER_PLUS_CODE%3A04%253A%2520Central%2520Nervous%2520System%7CBNF_CHEMICAL_SUBSTANCE%3AZopiclone%7CBNF_CHEMICAL_SUBSTANCE%3AZolpidem%2520tartrate%7CBNF_CHEMICAL_SUBSTANCE%3AMelatonin
1bbb5c17-f4d8-420f-99e1-eee62f89d695,English Prescribing Dataset (EPD) with SNOMED code - Dec 2022,https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code/resource/1bbb5c17-f4d8-420f-99e1-eee62f89d695?filters=BNF_CHAPTER_PLUS_CODE%3A04%253A%2520Central%2520Nervous%2520System%7CBNF_CHEMICAL_SUBSTANCE%3AZopiclone%7CBNF_CHEMICAL_SUBSTANCE%3AZolpidem%2520tartrate%7CBNF_CHEMICAL_SUBSTANCE%3AMelatonin
10dc3043-bec9-43b5-8e24-ee2735475125,English Prescribing Dataset (EPD) with SNOMED code - Nov 2022,https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code/resource/10dc3043-bec9-43b5-8e24-ee2735475125?filters=BNF_CHAPTER_PLUS_CODE%3A04%253A%2520Central%2520Nervous%2520System%7CBNF_CHEMICAL_SUBSTANCE%3AZopiclone%7CBNF_CHEMICAL_SUBSTANCE%3AZolpidem%2520tartrate%7CBNF_CHEMICAL_SUBSTANCE%3AMelatonin
301e57d8-0395-4cef-a4d8-dd18d58781ac,English Prescribing Dataset (EPD) with SNOMED code - Oct 2022,https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code/resource/301e57d8-0395-4cef-a4d8-dd18d58781ac?filters=BNF_CHAPTER_PLUS_CODE%3A04%253A%2520Central%2520Nervous%2520System%7CBNF_CHEMICAL_SUBSTANCE%3AZopiclone%7CBNF_CHEMICAL_SUBSTANCE%3AZolpidem%2520tartrate%7CBNF_CHEMICAL_SUBSTANCE%3AMelatonin
5f5bf059-4cee-4d02-b270-6b053226c817,English Prescribing Dataset (EPD) with SNOMED code - Sep 2022,https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code/resource/5f5bf059-4cee-4d02-b270-6b053226c817?filters=BNF_CHAPTER_PLUS_CODE%3A04%253A%2520Central%2520Nervous%2520System%7CBNF_CHEMICAL_SUBSTANCE%3AZopiclone%7CBNF_CHEMICAL_SUBSTANCE%3AZolpidem%2520tartrate%7CBNF_CHEMICAL_SUBSTANCE%3AMelatonin
